variant,cls,acc,dice,iou,prec,rec
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,malignant,0.9617156982420408,0.809996213554858,0.6806669212158831,0.7429841622662643,0.8902946562329112
single_noTTA,benign,0.9970703124998479,0.9658969804600961,0.9340432840916042,0.9679601281560415,0.9638426090004827
single_noTTA,malignant,0.8870086669920522,0.21415685025977482,0.11991918231504643,0.12073710661706265,0.946529080666543
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,benign,0.9899749755857865,0.8047548291209369,0.6732968672268856,0.9912152269327145,0.677338669331279
single_noTTA,malignant,0.9941253662107858,0.973501273314768,0.9483706584404609,0.9580059604430263,0.989506086468463
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,malignant,0.9469909667967306,0.8607168631220989,0.7554898648643331,0.8246139663510604,0.9001257861627672
single_noTTA,benign,0.9927978515623486,0.5724637681107567,0.40101522842130694,0.7198177676373617,0.4751879699176663
single_noTTA,benign,0.9950256347654732,0.9668699186982043,0.9358646468602482,0.9493115146658365,0.9850900807600226
single_noTTA,benign,0.8130645751951885,0.0,0.0,0.0,0.0
single_noTTA,malignant,0.9041137695311121,0.6945065629554231,0.5319877858043256,0.5516682113063395,0.9371556022029164
single_noTTA,normal,1.0,1.0,1.0,1.0,1.0
single_noTTA,benign,0.9925231933592236,0.951282561144411,0.90709139173131,0.9432176656132824,0.9594865623727247
single_noTTA,malignant,0.8773345947264287,0.7305874861755653,0.5755319710646942,0.5766280484576116,0.9967081199698273
single_noTTA,benign,0.9965667724607855,0.9589191163027955,0.921080322690561,0.9813153961099353,0.9375223134561317
single_noTTA,benign,0.9976654052732853,0.9476923076890678,0.9005847953157857,0.9538885065316319,0.9415760869501252
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9864044189451621,0.950181716521694,0.9050916063049583,0.9215835140987835,0.9806116560865774
ensemble_noTTA,benign,0.9959564208982856,0.9228529839856686,0.8567567567521257,0.924737456237312,0.9209761766361362
ensemble_noTTA,benign,0.986679077148287,0.9600475950753008,0.9231649357499355,0.9434250764517508,0.9772663747312239
ensemble_noTTA,malignant,0.9380798339842319,0.8496925698196719,0.7386656362694882,0.860400570099122,0.8392478232232097
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9947204589842232,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.9950256347654732,0.9707150556944207,0.9430965264427595,0.9437554585136354,0.9992602182337724
ensemble_noTTA,benign,0.9966583251951605,0.8961593172076996,0.8118556700961181,0.8923512747791091,0.8999999999914287
ensemble_noTTA,malignant,0.9161682128904852,0.8706929015249316,0.7709974573795294,0.985035680050599,0.7801349641498185
ensemble_noTTA,benign,0.9988708496092227,0.9043927648461965,0.8254716980937389,0.8274231678291389,0.9971509971225883
ensemble_noTTA,benign,0.9967803955076604,0.9602711353775932,0.9235784136149092,0.9546986147474553,0.9659090909054322
ensemble_noTTA,benign,0.9852905273435997,0.9160132427244153,0.8450409901931442,0.8484506132975331,0.9952669443373812
ensemble_noTTA,benign,0.8207855224608123,0.31575881153491653,0.18747838118285196,0.42536493486042165,0.25106540670719746
ensemble_noTTA,benign,0.9896697998045365,0.9103667416908376,0.8354799513952965,0.8369036027243503,0.997968069663286
ensemble_noTTA,benign,0.996246337890473,0.9082089552204918,0.8318523581624617,0.934715821805417,0.8831640057991063
ensemble_noTTA,benign,0.8910369873045516,0.8275079108189021,0.7057684384010277,0.9329520697162674,0.7434784495851627
ensemble_noTTA,malignant,0.9406585693357941,0.9174712985164533,0.8475260722963822,0.9635820629397506,0.8755721171368319
ensemble_noTTA,malignant,0.9866638183592245,0.8886056589333564,0.7995412844018359,0.8219759490666777,0.9669902912594536
ensemble_noTTA,benign,0.9971160888670354,0.939403655014622,0.8857315598495422,0.96254927726043,0.9173450219103486
ensemble_noTTA,benign,0.9292144775389207,0.9202441330695573,0.852270556015269,0.8925760405546649,0.9496824101341508
ensemble_noTTA,benign,0.980484008788913,0.9344472348926582,0.8769600769592333,0.9138847117785324,0.9559563758379236
ensemble_noTTA,benign,0.8954925537108009,0.005228758169927046,0.002621231979026327,0.9999999994444444,0.002621231979026327
ensemble_noTTA,benign,0.9983825683592227,0.9288590603964507,0.867167919788632,0.9885714285573061,0.8759493670775196
ensemble_noTTA,benign,0.9911346435545363,0.9627062070730068,0.928094059404792,0.9587062132434688,0.9667397189622705
ensemble_noTTA,benign,0.9949188232420357,0.7888395687965197,0.6513089005167402,0.6513089005167402,0.9999999999839229
ensemble_noTTA,benign,0.9860839843748496,0.9095776323607876,0.834151663937381,0.8604389420355273,0.9646687697140596
ensemble_noTTA,benign,0.9964752197264105,0.9449344457665199,0.8956168097564591,0.923148579408835,0.9677734374952746
ensemble_noTTA,benign,0.9994201660154726,0.9054726367933962,0.8272727272351239,0.8272727272351239,0.999999999945055
ensemble_noTTA,malignant,0.842269897460809,0.4688896881259472,0.3062416107380495,0.857223370278307,0.32270155586964444
ensemble_noTTA,malignant,0.9108276367186111,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.9933166503904735,0.8344671201782522,0.7159533073883532,0.7201565557682965,0.9919137466218158
ensemble_noTTA,benign,0.9874877929685993,0.8698412698398892,0.7696629213461527,0.8238123872494775,0.9213180901112262
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9945831298826607,0.980245951810706,0.9612572301637441,0.9789929976648004,0.9815021172264524
ensemble_noTTA,malignant,0.9147033691404854,0.6762048192767167,0.5108077360632617,0.904540523785984,0.5399130515210989
ensemble_noTTA,benign,0.980239868163913,0.9303276483558776,0.8697314153496933,0.9041095890401504,0.9581117021265978
ensemble_noTTA,benign,0.9935913085935985,0.9762255179435207,0.953555236093162,0.9820066051691355,0.9705120990422391
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,malignant,0.9923095703123487,0.8797709923643136,0.7853492333867745,0.7866894197918657,0.9978354978300984
ensemble_noTTA,benign,0.9992523193357851,0.9165247018583216,0.8459119496589336,0.8566878980618889,0.9853479853118919
ensemble_noTTA,malignant,0.9591064453123537,0.9028069920936742,0.8228333443506162,0.9054997817540335,0.9001301706675584
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9986572265623477,0.8589743589605934,0.7528089887428986,0.9084745762403906,0.8145896656287358
ensemble_noTTA,benign,0.9888458251951616,0.9629817187415997,0.9286063092089768,0.9321568627441841,0.995914947102759
ensemble_noTTA,benign,0.9940490722654733,0.9505703422041184,0.9057971014470875,0.9850275807696742,0.9184423218199401
ensemble_noTTA,malignant,0.976440429687351,0.8282153983079347,0.7067983289010505,0.7305201177610785,0.9560750064193269
ensemble_noTTA,malignant,0.9183807373045474,0.8878686875037445,0.798348789866245,0.9781524249418114,0.8128430507040214
ensemble_noTTA,benign,0.9954528808592231,0.9448148148130652,0.8954018953987526,0.9670204700494048,0.9236060825455337
ensemble_noTTA,malignant,0.980392456054538,0.9401072011181821,0.8869832893571794,0.9642413232613402,0.9171516915233565
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9918060302732862,0.9452766737990977,0.8962318840562392,0.9016329704492582,0.9933604626237024
ensemble_noTTA,benign,0.9974365234373479,0.8949999999944063,0.8099547511220593,0.935947712406066,0.8574850299298504
ensemble_noTTA,malignant,0.9847564697264123,0.9613405053980258,0.9255588673614563,0.9523115847573776,0.9705422722292776
ensemble_noTTA,benign,0.8507080078123702,0.6114685092523979,0.44037064576992485,0.441102326114105,0.9962474120069924
ensemble_noTTA,malignant,0.9446411132811059,0.7971371057924417,0.662699888433746,0.664739345331843,0.9953917050677344
ensemble_noTTA,benign,0.9651031494139153,0.7956393530508483,0.66063214126627,0.7749347258472151,0.8174807197928434
ensemble_noTTA,normal,0.954238891601417,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.990081787109224,0.9469474371523449,0.899240427839251,0.9268253714636095,0.9679626230586218
ensemble_noTTA,benign,0.9626770019529781,0.9390632785249281,0.8851265674161062,0.973552352910288,0.9069342187570825
ensemble_noTTA,benign,0.9992370605467226,0.961597542235318,0.9260355029448811,0.9484848484704775,0.9750778816047495
ensemble_noTTA,malignant,0.9015960693357999,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.8998565673826753,0.6820714043498125,0.5175328971546589,0.5192123312924852,0.9937888198743735
ensemble_noTTA,benign,0.6923675537108319,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.9472351074217304,0.9324213406290928,0.8733982573036269,0.958688313775535,0.9075553526588649
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9968109130857854,0.929224517436745,0.8678051865852764,0.8744423199434389,0.9913294797616234
ensemble_noTTA,malignant,0.9600677490232911,0.9131343977160311,0.8401539213285852,0.8532878411905376,0.9820089955015477
ensemble_noTTA,malignant,0.9253387451170464,0.8715849145734269,0.7723974323189262,0.9651825156934636,0.7945356237136731
ensemble_noTTA,benign,0.9949798583982857,0.8903698767047972,0.8024024023975832,0.8048192771035855,0.9962714392170301
ensemble_noTTA,malignant,0.9705505371092269,0.93049052798353,0.8700161637925174,0.9455423803242968,0.9159103800333834
ensemble_noTTA,benign,0.9981994628904727,0.9147398843864543,0.8428761651019591,0.8978723404127962,0.9322533136828829
ensemble_noTTA,malignant,0.956878662109229,0.8892980256969252,0.8006630457778087,0.8351850489288241,0.95090893859349
ensemble_noTTA,normal,0.9812774658201628,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.9924468994139111,0.9365303243993633,0.8806366047724122,0.9118601747792463,0.9625724828651487
ensemble_noTTA,benign,0.9941558837889108,0.9600417318717162,0.9231540930960611,0.9457348406969256,0.9747881355911552
ensemble_noTTA,benign,0.9980773925779728,0.9315217391253722,0.8718209562474891,0.922497308924408,0.9407244785846243
ensemble_noTTA,malignant,0.987167358398287,0.75096239265398,0.6012328117562767,0.898016997160779,0.645292620861856
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9991760253904726,0.9161490683087554,0.8452722062795051,0.8477011494009281,0.996621621587952
ensemble_noTTA,malignant,0.9330139160154827,0.865905064450832,0.7635207929321464,0.9677727707217207,0.7834401945606989
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9988250732420352,0.9388403494762603,0.8847305389089112,0.8995433789817421,0.9817275747345228
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9986419677732852,0.9246401354705789,0.8598425196714985,0.9009900989950331,0.9495652173747902
ensemble_noTTA,malignant,0.957183837890479,0.908144559381659,0.8317443185220172,0.9233790440680845,0.8934046116186439
ensemble_noTTA,benign,0.9837036132810999,0.9183611068636918,0.8490459363945597,0.8798886773093894,0.9603517186235646
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,malignant,0.9168395996092351,0.7643956423998078,0.6186411027915341,0.9750744457913586,0.628581585495465
ensemble_noTTA,malignant,0.9932556152342235,0.9272308198865209,0.8643339472042224,0.9299867899572987,0.9244911359129203
ensemble_noTTA,benign,0.9973297119139104,0.9388325760190883,0.8847167325369913,0.9332870048580036,0.9444444444378028
ensemble_noTTA,malignant,0.9201049804686097,0.5103796521409104,0.34262397991168536,0.9999999999963357,0.34262397991168536
ensemble_noTTA,normal,0.9681091308592273,0.0,0.0,0.0,0.0
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9411621093748564,0.93596173647309,0.8796316528793883,0.9146650220718922,0.9582738216687212
ensemble_noTTA,benign,0.9987182617185977,0.9584980237106794,0.9203036053043615,0.9463414634054016,0.9709709709612515
ensemble_noTTA,malignant,0.9452819824217308,0.79494510521455,0.6596754294384932,0.8275985236327805,0.764770601825542
ensemble_noTTA,benign,0.9974670410154728,0.9034883720877704,0.8239660657388763,0.9003476245550365,0.906651108507507
ensemble_noTTA,benign,0.9942932128904733,0.9744849229083268,0.9502394890886772,0.9657876943867941,0.9833402175396071
ensemble_noTTA,benign,0.8936309814451762,0.7231862764560524,0.5663992038312082,0.9642100804733542,0.578562805768741
ensemble_noTTA,benign,0.9603576660154785,0.0,0.0,0.0,0.0
ensemble_noTTA,malignant,0.9803771972654755,0.9548486763566622,0.9135984950276044,0.9796124198537716,0.931306074925737
ensemble_noTTA,benign,0.9957580566404731,0.9611948632035717,0.9252889008306228,0.9622694242566734,0.9601226993838257
ensemble_noTTA,benign,0.9687042236326647,0.7973520403114343,0.6629970423912865,0.7483308605327368,0.853245929370156
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,benign,0.9915008544920363,0.9591911495340616,0.9215824299578748,0.9308873720123281,0.989270061960119
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
ensemble_noTTA,malignant,0.8451995849608086,0.06368251038295922,0.03288846520492575,0.439490445854274,0.034328358208921064
ensemble_noTTA,normal,0.9746246337889138,0.0,0.0,0.0,0.0
ensemble_noTTA,benign,0.9950714111326607,0.9262051633517793,0.8625531914856913,0.8972996901244034,0.9570349386168223
ensemble_noTTA,benign,0.9990844726560976,0.9218749999879964,0.855072463747462,0.8805970149034678,0.9672131147276718
ensemble_noTTA,benign,0.7039794921873926,0.08291576061261088,0.04325097400994069,0.9999999999885975,0.04325097400994069
ensemble_noTTA,normal,1.0,1.0,1.0,1.0,1.0
